,Name,Birthdate
4469,Eric Frank Russell,1905-01-06
4470,Susie Orbach,1946-11-06
4471,Carmen Martín Gaite,1925-12-08
4472,Tom Kratman,1956-09-04
4473,Philip J. Corso,1915-05-22
4474,Donna Williams,1963-10-12
4475,Hideyuki Kikuchi,1949-09-25
4476,Robert Tine,1954-12-19
4477,Steve Austin,1964-12-18
4478,Edward Bulwer-Lytton,1803-05-25
4479,David Reichert,1950-08-29
4480,Mark Strand,1934-04-11
4481,Victor Klemperer,1881-10-09
4482,Elias Khoury,1948-07-12
4483,Tori Amos,1963-08-22
4484,Anthony Giddens,1938-01-18
4485,Amina Wadud,1952-09-25
4486,Robert Paul Weston,1975-10-21
4487,Fredric Brown,1906-10-29
4488,D.W. Winnicott,1896-04-07
4489,Elias Canetti,1905-07-25
4490,Garry Kasparov,1963-04-13
4491,Bruno Latour,1947-06-22
4492,Phil Vischer,1966-06-16
4493,Joseph  O'Connor,1963-09-20
4494,Renate Dorrestein,1954-01-25
4495,Lucy Monroe,1906-10-23
4496,Kristine Kathryn Rusch,1960-06-04
4497,Jimmy Santiago Baca,1952-01-02
4498,Alan M. Dershowitz,1938-09-01
4499,Reginald Hudlin,1961-12-15
4500,Robert van Gulik,1910-08-09
4501,Mikhail Naimy,1889-10-17
4502,Cornell Woolrich,1903-12-04
4503,Ruth Klüger,1931-10-30
4504,Rosemary Rogers,1932-12-07
4505,Charna Halpern,1952-06-01
4506,John Layman,1969-08-02
4507,Donella H. Meadows,1941-03-13
4508,Henri Barbusse,1873-05-17
4509,Chuck Pfarrer,1957-04-13
4510,Geoff Dyer,1958-06-05
4511,Jason Hawes,1971-12-27
4512,Kurt Aland,1915-03-28
4513,James Dale Davidson,1946-04-16
4514,Stephen Wolfram,1959-08-29
4515,Marc Bloch,1886-07-06
4516,Jennifer  Jordan,1974-10-17
4517,Ernle Bradford,1922-01-11
4518,Adam Zamoyski,1949-01-11
4519,Ōgai Mori,1862-02-17
4520,Jack Kirby,1917-08-28
4521,Nathalie Sarraute,1900-07-18
4522,Tim Russert,1950-05-07
4523,Catherine Hamlin,1924-01-24
4524,Denise Chong,1953-06-09
4525,Elizabeth Edmondson,1950-07-01
4526,Gail Sheehy,1936-11-27
4527,Roger  Deakin,1943-02-11
4528,Richard Evelyn Byrd,1888-10-25
4529,Kingsley Amis,1922-04-16
4530,Courtney Love,1964-07-09
4531,Michka Assayas,1958-11-02
4532,Christine King Farris,1927-09-11
4533,John Jackson Miller,1968-01-12
4534,Bob  Greene,1947-03-10
4535,Dorothy Bryant,1930
4536,Rosemary Wells,1943-01-29
4537,Robert Bauval,1948-03-05
4538,David Niven,1910-03-01
4539,Edward J. Larson,1953-09-21
4540,C.V. Wedgwood,1910-07-20
4541,Victoria Beckham,1974-04-17
4542,Micol Ostow,1976-04-29
4543,Hannah Whitall Smith,1832-02-07
4544,Michael Holley,1970-02-26
4545,Qian Zhongshu,1910-11-21
4546,Linda Joy Singleton,1957-10-29
4547,Israel Regardie,1907-11-17
4548,Sven Lindqvist,1932-03-28
4549,Margaret Forster,1938-05-25
4550,N. Gregory Mankiw,1958-02-03
4551,Philippe Delerm,1950-11-27
4552,Claude Lévi-Strauss,1908-11-28
4553,Elizabeth Bear,1971-09-22
4554,Joe Brainard,1942-03-11
4555,Whittaker Chambers,1901-04-01
4556,Frank Luntz,1962-02-23
4557,Laura Resnick,1962-08-17
4558,Sanora Babb,1907-04-21
4559,Arthur T. Benjamin,1961-03-19
4560,Shelby Steele,1946-01-01
4561,Kenny Werner,1951-11-19
4562,Malachi Martin,1921-07-23
4563,Reyna Grande,1975-09-07
4564,José Carlos Somoza,1959-11-13
4565,Errol Flynn,1909-06-20
4566,Seth Lloyd,1960-08-02
4567,Oh! Great,1972-02-22
4568,Eric Temple Bell,1883-02-07
4569,Rüdiger Safranski,1945-01-01
4570,Jean Merrill,1923-01-27
4571,Richard Linklater,1960-07-30
4572,Arlie Russell Hochschild,1940-01-15
4573,Dee Dee Ramone,1951-09-18
4574,Ricardo Piglia,1941-11-24
4575,Václav Havel,1936-10-05
4576,Jim Edgar,1946-07-22
4577,Jo-Ann Mapson,1952-03-29
4578,Tim Lebbon,1969-07-28
4579,Jürgen Habermas,1929-06-18
4580,Vivian Gornick,1935-06-14
4581,Ben Schott,1974-05-26
4582,Mary Douglas,1921-03-25
4583,U.R. Ananthamurthy,1932-12-21
4584,Ernest Poole,1880-01-23
4585,Leonard Gross,1931-02-24
4586,Gail Godwin,1937-06-18
4587,Leonard Bernstein,1918-08-25
4588,Jan  Thomas,1958-09-18
4589,Elizabeth Cody Kimmel,1964-10-23
4590,Sophie Treadwell,1885-10-03
4591,Peter R.L. Brown,1935-07-26
4592,Julia Sweeney,1959-10-10
4593,Gelsey Kirkland,1952-12-29
4594,Kelly Braffet,1977-02-21
4595,Alan Sokal,1955-01-24
4596,Maurice Bucaille,1920-07-19
4597,Eugene D. Genovese,1930-05-19
4598,John Dean,1938-10-14
4599,Michael Stanley,1948-03-25
4600,Edward Steichen,1879-03-27
4601,Janet E. Morris,1946-05-25
4602,Kwame Anthony Appiah,1954-05-08
4603,Sarat Chandra Chattopadhyay,1876-09-15
4604,Peter Hathaway Capstick,1940-01-11
4605,Enki Bilal,1951-10-07
4606,Neil Mulholland,1980-02-13
4607,Ronald Hutton,1953-12-19
4608,Ethan Canin,1960-07-19
4609,John Stossel,1947-03-06
4610,Pamela Ribon,1975-04-04
4611,Marlon Brando,1924-04-03
4612,Tomi Ungerer,1931-11-28
4613,Lawrence Scanlan,1843-09-28
4614,Petros Markaris,1937-01-01
4615,Zack Hample,1977-09-14
4616,H.D.,1886-09-10
4617,Walter R. Borneman,1952-01-05
4618,Stuart McLean,1948-04-19
4619,Fletcher Knebel,1911-10-01
4620,Robert Hass,1941-03-01
4621,George Ritzer,1940-10-14
4622,Ed Warren,1926-09-07
4623,Lyudmila Ulitskaya,1943-02-21
4624,Jay A. Parry,1950-10-12
4625,William T. Sherman,1820-02-08
4626,K.M. Peyton,1929-08-02
4627,Katsuhiro Otomo,1954-04-14
4628,Michael Innes,1906-09-30
4629,James Kirkwood Jr.,1924-08-22
4630,Kazuo Umezu,1936-09-03
4631,Charles McCarry,1930-06-14
4632,Helen Nearing,1904-02-23
4633,Kenneth Frampton,1930-11-20
4634,George M. Marsden,1939-02-25
4635,Janet Frame,1924-08-28
4636,David W. Mack,1972-10-07
4637,Dennis Wheatley,1897-01-08
4638,Richard Courant,1888-01-08
4639,Richard Overy,1947-12-23
4640,Joy Nash,1980-08-05
4641,Ivan Klíma,1931-09-14
4642,Michael Sipser,1954-09-17
4643,Diana Vreeland,1903-09-29
4644,Patrik Ouředník,1957-04-23
4645,Kim Newman,1959-07-31
4646,Barry Siegel,1949-09-07
4647,Guy P. Harrison,1963-10-08
4648,Rebecca York,1942-04-27
4649,Bernard B. Fall,1926-11-19
4650,Robert Graysmith,1942-09-17
4651,Pu Songling,1640-06-05
4652,Janet Lowe,1940-05-15
4653,Lydia Chukovskaya,1907-03-24
4654,Stephanie Alexander,1940-11-13
4655,Robert B. Reich,1946-06-24
4656,Gordon Ramsay,1966-11-08
4657,Tom Mangold,1934-08-20
4658,Anna Politkovskaya,1958-08-30
4659,Erin Soderberg Downing,1976-10-21
4660,Carol J. Clover,1940-07-31
4661,James Alan Gardner,1955-01-10
4662,Tina   Turner,1939-11-26
4663,Anthony Grey,1938-07-05
4664,Kevin O'Malley,1947-05-12
4665,Davy Rothbart,1975-04-11
4666,Roch Carrier,1937-05-13
4667,Jill Lepore,1966-08-27
4668,Etty Hillesum,1914-01-15
4669,Harry Mazer,1925-05-31
4670,Jerry Stahl,1953-09-28
4671,Gary F. Marcus,1970-02-08
4672,Curtis Jobling,1972-02-14
4673,Eugene B. Fluckey,1913-10-05
4674,John Dominic Crossan,1934-02-17
4675,Alma Alexander,1963-07-05
4676,Peter Kurth,1957-04-04
4677,M. William Phelps,1967-02-01
4678,Herbert Benson,1935-04-24
4679,John Vornholt,1951-02-14
4680,James Reston Jr.,1941-03-08
4681,Neal Boortz,1945-04-06
4682,Robert Axelrod,1943-05-27
4683,Alexander Steele,1941-02-25
4684,Barbara Fairchild,1950-11-12
4685,Kyra Sundance,1970-07-20
4686,Ivan Alekseyevich Bunin,1870-10-22
4687,Norman Spinrad,1940-09-15
4688,Sandi Toksvig,1958-05-03
4689,Lao She,1899-02-03
4690,George Jonas,1935-06-15
4691,Eliot Schrefer,1978-11-25
4692,Alan Guth,1947-02-27
4693,Nicholas Wolterstorff,1932-01-21
4694,Anita Brookner,1928-07-16
4695,Randal L. Schwartz,1961-11-22
4696,Rick Bass,1958-03-07
4697,Ludwig von Mises,1881-09-29
4698,Friedrich Hölderlin,1770-03-20
4699,Ted Turner,1938-11-19
4700,Jane Kenyon,1947-05-23
4701,Julia Rawlinson,1964-02-29
4702,Ron Carter,1937-05-04
4703,Sharon Begley,1956-06-14
4704,Stokely Carmichael,1941-06-29
4705,John S.D. Eisenhower,1922-08-03
4706,Michael B. Oren,1955-05-20
4707,Victor Ostrovsky,1949-11-28
4708,William Morris,1834-03-24
4709,Sean Wilentz,1951-02-20
4710,Chancellor Williams,1893-12-22
4711,Ray Coleman,1937-06-15
4712,David Batstone,1958-04-04
4713,Henry Petroski,1942-02-06
4714,Henry Williamson,1895-12-01
4715,Benito Pérez Galdós,1843-05-10
4716,David Bezmozgis,1973-06-02
4717,Eric Idle,1943-03-29
4718,مصطفى محمود,1921-12-25
4719,Dianna Hutts Aston,1964-08-12
4720,Giacomo Casanova,1725-04-02
4721,Anne Digby,1943-05-05
4722,James E. Lovelock,1919-07-26
4723,Ronald L. Graham,1935-10-31
4724,Owen Sheers,1974-09-20
4725,Andrea Dworkin,1946-09-26
4726,David Lubar,1954-03-16
4727,Catherine Drinker Bowen,1897-01-01
4728,F.F. Bruce,1910-10-12
4729,Lynn Abbey,1948-09-18
4730,Traci Lords,1968-05-07
4731,Tao Lin,1983-07-02
4732,Megan Lindholm,1952-03-05
4733,Sheila Fitzpatrick,1941-06-04
4734,Sid Jacobson,1929-10-20
4735,Carlo Goldoni,1707-02-25
4736,Cesare Beccaria,1738-03-15
4737,Anne Bernays,1930-09-14
4738,Tim Pat Coogan,1935-04-22
4739,Alison Lester,1952-11-17
4740,Cesare Bonesana,1738-03-15
4741,Barbara Branden,1929-05-14
4742,Richard Metzger,1965-07-28
4743,Thomas J. DiLorenzo,1954-08-08
4744,Donald Ervin Knuth,1938-01-10
4745,H. Beam Piper,1904-03-23
4746,Patrick Dennis,1921-05-18
4747,Romila Thapar,1931-11-30
4748,Florence King,1936-01-05
4749,Robert Olmstead,1954-01-03
4750,Edgar H. Schein,1928-03-05
4751,Gerald Posner,1954-05-20
4752,Sally Bedell Smith,1948-05-27
4753,Patricia Beatty,1936-05-13
4754,J. Richard Gott III,1947-02-08
4755,Babette Cole,1950-09-10
4756,William S. McFeely,1930-09-25
4757,Cynthia Harrod-Eagles,1948-08-13
4758,Charles R.  Jackson,1903-04-06
4759,Margaret Starbird,1942-06-18
4760,James M. Ward,1951-05-23
4761,Muhammad Ali,1942-01-17
4762,Doris Buchanan Smith,1934-06-01
4763,Thomas Kinkade,1958-01-19
4764,Northrop Frye,1912-07-14
4765,Frederick Charles Copleston,1907-04-10
4766,Guus Kuijer,1942-08-01
4767,Ellen G. White,1827-11-26
4768,Abraham Pais,1918-05-19
4769,John T. Cacioppo,1951-06-12
4770,Michael Korda,1933-10-08
4771,Howie Carr,1952-01-17
4772,Deborah Hopkinson,1952-02-04
4773,Persia Woolley,1935-11-08
4774,Paolo Maurensig,1943-03-26
4775,Guillermo Cabrera Infante,1929-04-22
4776,Anthony Hobson,1965-09-10
4777,Jim Al-Khalili,1962-09-20
4778,Randy Newman,1943-11-28
4779,Margaret Millar,1915-02-05
4780,Mark Medoff,1940-03-18
4781,Seyyed Hossein Nasr,1933-04-07
4782,Pat Mora,1942-01-19
4783,Jim Marrs,1943-12-05
4784,Deborah Solomon,1957-08-09
4785,Thom Hartmann,1951-05-07
4786,Red Auerbach,1917-09-20
4787,Pavel Bazhov,1879-01-27
4788,Adam Tooze,1967-07-05
4789,Jim Garrison,1921-11-20
4790,Adam Nicolson,1957-09-12
4791,Nancy Yi Fan,1993-08-26
4792,Akasha Gloria Hull,1944-12-06
4793,Mark J. Plotkin,1955-05-21
4794,Roger Tory Peterson,1908-08-28
4795,Marvin Kaye,1938-03-10
4796,John A. Nagl,1966-02-28
4797,Mordecai Roshwald,1921-05-26
4798,Ilya Kaminsky,1977-04-18
4799,J.M. Synge,1871-04-16
4800,Paul Brunton,1898-10-21
4801,Lytton Strachey,1880-03-01
4802,Jack Dann,1945-02-15
4803,Ken Silverstein,1958-08-12
4804,Gervase Phinn,1946-12-27
4805,Kris Radish,1953-09-18
4806,Karl Edward Wagner,1945-12-12
4807,Debbie Miller,1950-09-27
4808,T.J. Parsell,1960-07-12
4809,Garry Disher,1949-08-15
4810,Michelle Sagara West,1963-05-05
4811,Jorge Volpi,1968-07-10
4812,Emmanuel Le Roy Ladurie,1929-07-19
4813,Joseph S. Nye Jr.,1937-01-19
4814,Pamela Burford,1954-08-09
4815,Arthur Edward Waite,1857-10-02
4816,Chris Matthews,1945-12-17
4817,Wendy Cope,1945-07-21
4818,Tosca Reno,1959-05-22
4819,Jeffry D. Wert,1946-05-08
4820,Sam Hamm,1955-11-19
4821,Elizabeth Ann Scarborough,1947-03-23
4822,John W. Dean,1938-10-14
4823,Elise Primavera,1955-05-19
4824,Nancy Bond,1945-01-08
4825,Yusef Komunyakaa,1941-04-29
4826,William F. Buckley Jr.,1925-11-24
4827,Ann Maxwell,1944-04-05
4828,Paul W. Brand,1914-07-17
4829,Kenneth N. Waltz,1924-06-08
4830,Franklin Graham,1952-07-14
4831,Jennet Conant,1959-07-15
4832,James H. Cone,1938-08-05
4833,Max Boot,1969-09-12
4834,J.W. Rinzler,1962-08-17
4835,Katherine Milhous,1894-11-27
4836,John Clellon Holmes,1926-03-12
4837,Nina Baym,1936-06-14
4838,Shannon Drake,1953-03-15
4839,Milton Sanford Mayer,1908-08-24
4840,Mao Zedong,1893-12-26
4841,Kevin DeYoung,1977-06-23
4842,Linda Grant,1951-02-15
4843,Mina Loy,1882-12-27
4844,Ralph Moody,1917-09-10
4845,Jonathan Raban,1942-06-14
4846,Walter C. Willett,1945-06-20
4847,Merry Shannon,1979-06-12
4848,Ahmadou Kourouma,1927-11-24
4849,Margaret Cho,1968-12-05
4850,Willard Van Orman Quine,1908-06-25
4851,Charles R. Morris,1939-10-23
4852,Michael Roach,1952-12-17
4853,André Bazin,1918-04-18
4854,Abraham Kuyper,1837-10-29
4855,Peter Woit,1957-09-11
4856,Alister E. McGrath,1953-01-23
4857,Christopher M. Bishop,1959-04-07
4858,John Lutz,1973-04-23
4859,Oswald Spengler,1880-05-29
4860,Walt Morey,1907-02-03
4861,R. Buckminster Fuller,1895-07-12
4862,Kij Johnson,1960-01-20
4863,Alain Badiou,1937-01-17
4864,Emily Barr,1971-10-10
4865,E.D.E.N. Southworth,1819-12-26
4866,Philip Jenkins,1952-04-03
4867,Alexander R. Luria,1902-07-16
4868,Yusuf Idris,1927-05-19
4869,Karen Horney,1885-09-16
4870,Lesléa Newman,1955-11-05
4871,Marc Bekoff,1945-09-06
4872,W. Richard Stevens,1951-02-05
4873,Atiq Rahimi,1962-02-26
4874,William W. Johnstone,1938-10-28
4875,Ava Gardner,1922-12-24
4876,Walter Rudin,1921-05-02
4877,Don Perrin,1964-10-01
4878,Phillip E. Johnson,1940-06-18
4879,Janusz Korczak,1878-07-22
4880,Isaiah Berlin,1909-06-06
4881,Erich von Manstein,1887-11-24
4882,James Alan McPherson,1943-09-16
4883,Trisha Yearwood,1964-09-19
4884,Jeanne Betancourt,1941-10-02
4885,Jim Dent,1939-05-09
4886,James Bamford,1946-09-15
4887,Keith  Miller,1919-11-28
4888,Allan Kardec,1804-10-03
4889,Lewis Thomas,1913-11-25
4890,I.F. Stone,1907-12-24
4891,Blanche Wiesen Cook,1941-04-20
4892,Alfred W. Crosby,1931-01-15
4893,Flora Annie Steel,1847-04-02
4894,Burton Watson,1925-06-13
4895,Maria Edgeworth,1768-01-01
4896,Mark Doty,1953-08-10
4897,Louise Brooks,1906-11-14
4898,Harry Patterson,1929-07-27
4899,Noel Fielding,1973-05-21
4900,Roxana Robinson,1946-11-30
4901,Rodney Stark,1934-07-08
4902,Stephen McCauley,1955-06-26
4903,Klas Östergren,1955-02-20
4904,George Meredith,1828-02-12
4905,William Blum,1933-03-06
4906,Clive James,1939-10-07
4907,Leonard Michaels,1933-01-02
4908,Freya North,1967-11-21
4909,Jake Arnott,1961-03-11
4910,Novalis,1772-05-02
4911,Colin  Ward,1924-08-14
4912,Terry Bisson,1942-02-12
4913,Desmond Bagley,1923-10-29
4914,Thomas Gifford,1937-05-16
4915,Taro Yashima,1908-09-21
4916,Carolyn Treffinger,1891-10-24
4917,Janet Dailey,1944-05-21
4918,Robert Aickman,1914-06-27
4919,Antoine Bello,1970-03-25
4920,Diet Eman,1920-04-30
4921,Jim Henson,1936-09-24
4922,Judith Hermann,1970-05-15
4923,Trevor Hastie,1953-06-27
4924,Laurie Graham,1960-03-30
4925,Leo Frankowski,1943-02-13
4926,Albert Ellis,1913-09-27
4927,Edward Mead Earle,1894-05-20
4928,Richard Appignanesi,1940-12-20
4929,Peter Paret,1924-04-13
4930,Mark Driscoll,1970-10-11
4931,Frank Deford,1938-12-16
4932,Kim   Wilson,1951-01-06
4933,Patrick McDonnell,1956-03-17
4934,Janet McNaughton,1953-11-29
4935,James Hamilton-Paterson,1941-11-06
4936,Pamela Morsi,1951-03-12
4937,Gerard Jones,1957-07-10
4938,Stewart Brand,1938-12-14
4939,Tracy Hickman,1955-11-26
4940,Alan Aldridge,1938-07-08
4941,Ernst Neufert,1900-03-15
4942,Fergus Henderson,1963-07-31
4943,Jeanne Marie Laskas,1958-09-22
4944,Gus Hansen,1974-02-13
4945,Bill Mollison,1928-05-04
4946,Angelina Jolie,1975-06-04
4947,Donna J. Haraway,1944-09-06
4948,Gary Schroen,1941-11-06
4949,Paul A. Offit,1951-03-27
4950,Bear Grylls,1974-06-07
4951,Charles Godfrey Leland,1824-08-15
4952,Mary Hunter Austin,1868-09-09
4953,Sri Sri Ravi Shankar,1956-05-13
4954,Thornton W. Burgess,1874-01-14
4955,Nina Kiriki Hoffman,1955-03-20
4956,Barry Crump,1935-05-15
4957,Gina Cerminara,1914-04-11
4958,Joy Harjo,1951-05-09
4959,Robert Creeley,1926-05-21
4960,Ephraim Kishon,1924-08-23
4961,Ama Ata Aidoo,1942-03-23
4962,Antonin Sertillanges,1863-11-16
4963,Nina Simone,1933-02-21
4964,Maureen O'Hara,1920-08-17
4965,Mark Verheiden,1956-03-26
4966,Hans-Hermann Hoppe,1949-09-02
4967,Leon Trotsky,1879-11-07
4968,Erica Jong,1942-03-26
4969,Horacio Quiroga,1878-12-31
4970,Daniel L. Schacter,1952-06-17
4971,John J. Nance,1946-07-05
4972,Viola Canales,1957-04-21
4973,April Henry,1959-04-19
4974,Timothy Gowers,1963-11-20
4975,Robert Falcon Scott,1868-06-06
4976,Marie Forleo,1975-12-07
4977,Henry Martyn Robert,1837-05-02
4978,Lawrence Otis Graham,1961-12-25
4979,James Plunkett,1920-05-21
4980,Judith Orloff,1951-06-25
4981,Rupert Everett,1959-05-29
4982,Thomas Hauser,1946-02-27
4983,Wayne Grover,1906-09-14
4984,Louis Althusser,1918-10-16
4985,Margaret Wander Bonanno,1950-02-07
4986,Nora Okja Keller,1966-12-22
4987,Victoria Houston,1945-03-25
4988,Mike Resnick,1942-03-05
4989,Alisa Craig,1922-11-12
4990,John L. Hennessy,1952-09-22
4991,Romesh Gunesekera,1954
4992,Kiran Nagarkar,1942-04-02
4993,Lauren Thompson,1982-07-29
4994,Ethel Lina White,1876-04-02
4995,Raymond Williams,1921-08-31
4996,Thomas Ligotti,1953-07-09
4997,Peggy Guggenheim,1898-08-26
4998,Andrew J. Offutt,1934-08-16
4999,G.A. Henty,1832-12-08
5000,George A. Romero,1940-02-04
5001,Joseph Plumb Martin,1760-11-21
5002,Martin McGartland,1970-01-30
5003,Shirlee Busbee,1941-08-09
5004,David Icke,1952-04-29
5005,Robert L. Park,1931-01-16
5006,Christian Bök,1966-08-10
5007,David Levien,1967-12-09
5008,Darren Rowse,1972-04-27
5009,Elizabeth Aston, 1948 -02-21
5010,Aaron McGruder,1974-05-29
5011,Patricia Kennealy-Morrison,1946-03-04
5012,Steven Raichlen,1953-03-11
5013,Walter Álvarez,1940-10-03
5014,Dennis Prager,1948-08-02
5015,Shawn Levy,1968-07-23
5016,Olena Kalytiak Davis,1963-09-16
5017,David Wingrove,1954-09-01
5018,Gay Talese,1932-02-07
5019,Kevin Sessums,1956-03-28
5020,Dwight D. Eisenhower,1890-10-14
5021,Barbara Mertz,1927-09-29
5022,Angela Nissel,1978-12-05
5023,Dany Laferrière,1953-04-13
5024,Fridtjof Nansen,1861-10-10
5025,Edmonde Charles-Roux,1920-04-17
5026,Genevieve Foster,1893-04-13
5027,Diane Carey,1954-10-02
5028,Mother Teresa,1910-08-26
5029,Mike Gold,1894-04-12
5030,Adele Berlin,1943-05-23
5031,Jürgen Moltmann,1926-04-08
5032,Rose Macaulay,1881-08-01
5033,Francis Bacon,1561-01-22
5034,A.B. Yehoshua,1936-12-09
5035,John M. Ford,1957-04-10
5036,Steven Runciman,1903-07-07
5037,Lorna Sage,1943-01-13
5038,Richard Sennett,1943-01-01
5039,Michael Isikoff,1952-06-16
5040,Stuart Sutherland,1927-03-26
5041,Hirohiko Araki,1960-06-07
5042,James C. Humes,1934-10-31
5043,Luca Turin,1953-11-20
5044,Anna Windsor,1976-05-17
5045,Reed Farrel Coleman,1956-03-29
5046,Sinclair B. Ferguson,1948-02-21
5047,Frank Rich,1949-06-02
5048,Joel Chandler Harris,1848-12-09
5049,Jack Trout,1935-01-31
5050,Chuck Barris,1929-06-03
5051,Larry Crabb,1944-07-13
5052,Louise  Brown,1978-07-25
5053,Alan Davis,1956-06-18
5054,Siddharth Dhanvant Shanghvi,1977-08-25
5055,Jennifer Wilde,1938-01-08
5056,Gordon Parks,1912-11-30
5057,Reay Tannahill,1929-12-09
5058,David Plotz,1970-01-31
5059,Nick Tosches,1949-10-23
5060,Alex  Robinson,1969-08-08
5061,Akhil Reed Amar,1958-09-06
5062,Aung San Suu Kyi,1945-06-19
5063,Susan Kyle,1946-12-11
5064,John M. Perkins,1930-06-16
5065,Esther  Williams,1921-08-08
5066,Eric Bischoff,1955-05-27
5067,Josemaría Escrivá,1902-01-09
5068,Russell Kirk,1918-10-19
5069,Jonathon King,1944-12-06
5070,Ian Halperin,1964-08-17
5071,Barbara Brooks Wallace,1922-12-03
5072,Bernie Sanders,1941-09-08
5073,Saul Friedländer,1932-10-11
5074,Robert Twigger,1962-10-30
5075,Justina Robson,1968-06-11
5076,Fernand Braudel,1902-08-24
5077,Douglas S. Massey,1952-10-05
5078,Josephine Winslow Johnson,1910-06-20
5079,Jean Little,1932-01-02
5080,Anton Szandor LaVey,1930-04-11
5081,Ian Buruma,1951-12-28
5082,Peter Balakian,1951-06-13
5083,Duane Swierczynski,1972-02-22
5084,Cody Lundin,1967-03-15
5085,Alfred Kubin,1877-04-10
5086,Richard B. Hays,1948-05-04
5087,Susan Minot,1956-12-07
5088,Trixie Koontz,1945-07-09
5089,Ellen Meiksins Wood,1942-04-12
5090,Eric Walters,1957-03-03
5091,Farah Pahlavi,1938-10-14
5092,Martin Duberman,1930-08-06
5093,Sam Giancana,1908-05-24
5094,Akimitsu Takagi,1920-09-25
5095,Derek Parfit,1942-12-11
5096,Lanford Wilson,1937-04-13
5097,Mary Robison,1949-01-14
5098,Emily Brightwell,1948-11-10
5099,Thomas Dubay,1921-12-30
5100,Elizabeth Cady Stanton,1815-11-12
5101,Jean-Pierre Vernant,1914-01-04
5102,Amy Carmichael,1867-12-16
5103,Alan Burgess,1915-02-01
5104,Mary Morris,1915-12-13
5105,Elizabeth Wein,1964-10-02
5106,Stefan Aust,1946-07
5107,Peter Rollins,1973-03-31
5108,Carol Emshwiller,1921-04-12
5109,B.S. Johnson,1933-02-05
5110,Katie Price,1978-05-22
5111,John Gilstrap,1957-02-27
5112,Louie Giglio,1958-06-30
5113,Graeme Goldsworthy,1934-09-07
5114,Charles Addams,1912-01-07
5115,50 Cent,1975-07-06
5116,Linda Ellerbee,1944-08-15
5117,Brigitte Gabriel,1964-10-21
5118,Jean H. Baker,1933-02-09
5119,Craig G. Bartholomew,1961-08-03
5120,Erwin Rommel,1891-11-15
5121,Barbara Ransby,1957-05-12
5122,Pratibha Ray,1944-01-21
5123,Kary Mullis,1944-12-28
5124,Reynolds Price,1933-02-01
5125,Jean-François Revel,1924-01-19
5126,Walter Pater,1839-08-04
5127,Ernest Gellner,1925-12-09
5128,Aranka Siegal,1930-06-10
5129,Robert Buettner,1947-07-07
5130,Mary Daly,1928-10-16
5131,Spencer Wells,1969-04-06
5132,Patricia Grace,1937-08-17
5133,Loraine Boettner,1901-03-07
5134,Erik H. Erikson,1902-06-15
5135,Eugene Field,1850-09-02
5136,E. Jean Carroll,1943-12-12
5137,Radu R. Florescu,1925-10-23
5138,Claire Weekes,1903-04-11
5139,Nicholas Blake,1904-04-27
5140,A.J.P. Taylor,1906-03-25
5141,Alexandre Kojève,1902-04-28
5142,Roger Scruton,1944-02-27
5143,Miles Copeland Jr.,1916-07-16
5144,Claudio Magris,1939-04-10
5145,Michael Dobbs,1948-11-14
5146,Barbara Chase-Riboud,1939-06-26
5147,Ali Vali,1950-10-19
5148,Harryette Mullen,1953-07-01
5149,Rebecca Godfrey,1967-12-02
5150,Henry Handel Richardson,1870-01-03
5151,Todd McFarlane,1961-03-16
5152,Éliphas Lévi,1810-02-08
5153,Mary Appelhof,1936-06-11
5154,Eugene Braunwald,1929-08-15
5155,Anthony S. Fauci,1940-12-24
5156,Douglas Clegg,1958-04-01
5157,Kurt J. Isselbacher,1925-09-12
5158,A.C. Grayling,1949-04-03
5159,Clinton Heylin,1960-04-08
5160,Rebecca Goldstein,1950-02-23
5161,Pierre Teilhard de Chardin,1881-05-01
5162,Raden Adjeng Kartini,1879-04-21
5163,Vicente Blasco Ibáñez,1867-01-29
5164,Susan Cheever,1943-07-31
5165,Dare Wright,1914-12-03
5166,Suzan-Lori Parks,1963-05-10
5167,Zenna Henderson,1917-11-01
5168,Nicholas D. Kristof,1959-04-27
5169,Geert Mak,1946-12-04
5170,Jonathan L. Zittrain,1969-12-24
5171,Elsa Beskow,1874-02-11
5172,Ed Husain,1974-12-25
5173,Mark A. Noll,1946-07-18
5174,Randall Kennedy,1954-09-10
5175,Michael Jan Friedman,1955-03-07
5176,Bill Richardson,1947-11-15
5177,Jean Stafford,1915-07-01
5178,Jerry Siegel,1914-10-17
5179,Russell Braddon,1921-01-25
5180,Alexandre Jardin,1965-04-14
5181,Lazar Lagin,1903-12-04
5182,Thant Myint-U,1966-01-31
5183,Peter Kreeft,1937-03-16
5184,Gabriele Amorth,1925-05-01
5185,Marilyn Nelson,1946-04-26
5186,Josepha Sherman,1946-12-12
5187,Laurens van der Post,1906-12-13
5188,Charmian Carr,1942-12-27
5189,William T. Close,1924-06-07
5190,Joshua Clover,1962-12-30
5191,Dario Marianelli,1963-06-21
5192,Tony Johnston,1970-04-09
5193,Alisa Valdes-Rodriguez,1969-02-28
5194,Vardis Fisher,1895-03-31
5195,Bill Mauldin,1921-10-29
5196,Noel Ignatiev,1940-12-27
5197,Ray Daniels,1923-07-15
5198,Rudolf Steiner,1861-02-27
5199,Daniel B. Wallace,1952-06-05
