,Name,Birthdate
32511,Daniel Gillies,1976-03-14
32512,Harvey Stephens,1901-08-21
32513,Darius Rose,1985-04-10
32514,Mary Page Keller,1961-03-03
32515,Sandeep Singh,1986-02-27
32516,Ross Mullan,1967-01-05
32517,Don Pedro Colley,1938-08-30
32518,Paul Bisciglia,1928-07-30
32519,Jesús Franco,1930-05-12
32520,Mashar Hamsa,1990-06-13
32521,Yukiko Kobayashi,1946-10-06
32522,Carrie Nye,1936-10-14
32523,Phillip Rhee,1960-09-07
32524,Daisy Head,1991-03-07
32525,Dominique Dawes,1976-11-20
32526,Luis Ciges,1921-05-10
32527,Wlodzimierz Skoczylas,1923-05-07
32528,Colin Cowherd,1964-01-06
32529,Meridith Baer,1947-08-21
32530,Cameron Thor,1960-03-17
32531,Frankie Vaughan,1928-02-03
32532,Palle Huld,1912-08-02
32533,Penny Nichols,1947-12-26
32534,Mink Stole,1947-08-25
32535,Lisa Lynch,1979-08-30
32536,Diane-Louise Jordan,1960-06-28
32537,Townsend Coleman,1954-05-28
32538,Ryo Tanaka,1987-04-22
32539,John Enos III,1962-06-12
32540,Atsuro Watabe,1968-05-05
32541,Jo Herbst,1928-08-11
32542,Sinan Albayrak,1973-02-27
32543,Bernard Lee,1908-01-10
32544,Patricia Kihoro,1986-01-04
32545,Alan Aisenberg,1993-03-18
32546,Janice Kawaye,1970-04-04
32547,David McSavage,1966-02-05
32548,Olli Dittrich,1956-11-20
32549,Miguel Sandoval,1951-11-16
32550,Andy John,1964-01-09
32551,Juan Ferrara,1943-11-08
32552,Harry Belafonte,1927-03-01
32553,Danny Nelson,1975-05-03
32554,Jim Varney,1949-06-15
32555,Franklin Cover,1928-11-20
32556,Aditya Roy Kapoor,1985-11-16
32557,Mitchell Whitfield,1964-09-08
32558,Marco Antonio Rodriguez,1973-11-10
32559,Dick Foran,1910-06-18
32560,Joana Fomm,1939-09-14
32561,Andrea Duro,1991-10-14
32562,Luna Maya,1983-08-26
32563,Nasser Saleh,1992-12-19
32564,Doran Clark,1954-08-08
32565,Denis Lawson,1947-09-27
32566,Devon Windsor,1994-03-07
32567,Judit Hernádi,1956-04-11
32568,Clelia Matania,1918-03-28
32569,Pamela Ribon,1975-04-04
32570,Aline Weber,1989-03-22
32571,Diana Krall,1964-11-16
32572,Rusty Goffe,1948-10-30
32573,Lawrence Ko,1977-04-28
32574,Michael Culver,1938-06-16
32575,Juhani Kumpulainen,1925-07-31
32576,Eric Dane,1972-11-09
32577,Barbet Schroeder,1941-08-26
32578,Ne-Yo,1979-10-18
32579,Michelle Alexander,1967-10-07
32580,Steve Richmond,1959-12-11
32581,Danny Mastrogiorgio,1964-10-26
32582,Jessica Lowndes,1988-11-08
32583,Andy Gillet,1981-07-08
32584,Anouk Ferjac,1932-05-25
32585,John Reade,1837-11-13
32586,A.D. Miles,1971-11-08
32587,Michael Jace,1962-07-13
32588,Jared Kusnitz,1988-11-08
32589,James Whitmore,1921-10-01
32590,Hank Bell,1892-01-21
32591,Linda Cropper,1958-01-01
32592,Mithun Ramesh,1981-05-04
32593,Hasan Masood,1962-12-16
32594,Desreta Jackson,1971-04-19
32595,Sheela,1945-03-22
32596,Olan Soule,1909-02-28
32597,Edith Heerdegen,1913-07-02
32598,Randy Evans,1958-09-24
32599,Jonah Blechman,1975-02-08
32600,Josh Randall,1972-01-27
32601,Jose Pablo Cantillo,1979-03-30
32602,Justin McDonald,1983-03-21
32603,Karissa Strain,1990-07-21
32604,Marc Vann,1954-08-23
32605,Bruce Yarnell,1935-12-28
32606,Curt Bois,1901-04-05
32607,Hokuto Matsumura,1995-06-18
32608,Molly Stanton,1980-03-13
32609,Rhea Chakraborty,1992-07-01
32610,Beulah Bondi,1889-05-03
32611,Anna Sawai,1992-06-11
32612,Wallis Clark,1882-03-02
32613,Diego Boneta,1990-11-29
32614,Brendan Dolan,1973-08-02
32615,Kim Yarbrough,1971-08-01
32616,James McAvoy,1979-04-21
32617,Janet Leigh,1927-07-06
32618,Camille Japy,1968-09-07
32619,Nomhle Nkonyeni,1942-04-09
32620,Henry Corden,1920-01-06
32621,Moira Sinise,1954-04-19
32622,Davida Williams,1986-09-05
32623,Frances Chaney,1915-07-23
32624,Kelly Ripa,1970-10-02
32625,Lindsay Kay Hayward,1987-07-28
32626,Madelyn Deutch,1991-03-23
32627,Montserrat Carulla,1930-09-19
32628,Akihiko Ishizumi,1961-10-25
32629,Tom Leeb,1989-03-21
32630,Abigail Mavity,1993-03-04
32631,Christine Baranski,1952-05-02
32632,John Colicos,1928-12-10
32633,Natalie Wilson,1971-09-23
32634,Cecil Reynolds,1952-02-07
32635,Ron Brown,1941-08-01
32636,Phill Jupitus,1962-06-25
32637,Barbara Whiting,1931-05-19
32638,Jacqueline Gadsdon,1900-08-03
32639,Ezzat El Alaili,1934-09-15
32640,Frederick Koehler,1975-06-16
32641,Colin Stinton,1947-03-10
32642,Jesse Randhawa,1975-08-11
32643,Pete Dunn,1948-06-26
32644,Monte Landis,1933-04-20
32645,Joseph C. Phillips,1962-01-17
32646,Laura Carmichael,1986-07-16
32647,Nawell Madani,1979-10-25
32648,Dominique Marcas,1920-08-08
32649,Ahney Her,1992-07-13
32650,Jon Glaser,1968-06-20
32651,Randall Paul,1963-01-07
32652,Boris Terral,1969-11-08
32653,Laura Kenny,1992-04-24
32654,Stephanie White,1977-06-20
32655,Maurane,1960-11-12
32656,Britain Dalton,2001-12-12
32657,Toby Philpott,1946-02-14
32658,Edouard Trebaol,1905-05-20
32659,Lyla Rocco,1933-01-18
32660,Jordan Watson,1987-12-04
32661,Ambyr Childers,1988-07-18
32662,Marcin Bosak,1979-09-09
32663,Dora van der Groen,1927-03-10
32664,Howard Duff,1913-11-24
32665,Claude Poirier,1938-10-26
32666,Alexander Stephens,1812-02-11
32667,Amy Ryan,1968-05-03
32668,Colleen Brennan,1949-12-01
32669,Lily Frazer,1988-09-17
32670,Chelsea Peretti,1978-02-20
32671,Liam Dunn,1916-11-12
32672,Drew Jacoby,1984-09-02
32673,Robert Cawdron,1921-12-29
32674,Sreelekha Mitra,1972-08-30
32675,Sergo Zakariadze,1909-07-01
32676,Diana Dors,1931-10-23
32677,François Girard,1963-01-12
32678,Sidharth Bharathan,1983-05-26
32679,Osman F. Seden,1924-03-22
32680,Valentin Ganev,1956-04-07
32681,Elisa Donovan,1971-02-03
32682,Numan Acar,1974-10-07
32683,Virginia Vincent,1918-05-03
32684,Pirkko Mannola,1938-12-27
32685,David MacLean,1953-05-16
32686,Robert Wieckiewicz,1967-06-30
32687,Jackie Beat,1963-07-24
32688,Jennifer Nettles,1974-09-12
32689,Joel Smallbone,1984-06-05
32690,Peter Crook,1993-01-09
32691,Daliah Lavi,1942-10-12
32692,Brendan Beiser,1970-04-17
32693,David Greenlee,1960-03-19
32694,Prathap Pothen,1952-08-13
32695,Judy White,1964-01-11
32696,Ana Sofrenovic,1972-09-18
32697,Janet Agren,1949-04-06
32698,The Kid Mero,1983-05-15
32699,Kubra Khan,1993-06-16
32700,Kenneth Kent,1892-04-20
32701,Karyn Kupcinet,1941-03-06
32702,Davi Santos,1990-02-01
32703,Bozidar Smiljanic,1936-09-20
32704,Jean Martinelli,1909-08-15
32705,Auli'i Cravalho,2000-11-22
32706,Daniel Brière,1977-10-06
32707,Nicole Saba,1974-06-26
32708,Vyacheslav Tikhonov,1928-02-08
32709,Thomas Brodie-Sangster,1990-05-16
32710,Chelsea Zhang,1996-11-04
32711,Terrence Jenkins,1982-04-21
32712,Jake Austin Walker,1997-06-24
32713,Yuki Matsuzaki,1981-09-24
32714,Darren Dutchyshen,1966-12-19
32715,Turi Ferro,1921-01-10
32716,Cheryl Campbell,1949-05-22
32717,Gail Boggs,1951-08-10
32718,Mari Hamada,1962-07-18
32719,Aino-Maija Tikkanen,1927-11-02
32720,Dino Lee,1993-03-31
32721,Mathieu Amalric,1965-10-25
32722,John Stallings,1935-07-22
32723,Benedict Samuel,1988-04-15
32724,Amalia Pellegrini,1873-06-16
32725,Craig McLachlan,1965-09-01
32726,Cyril O'Reilly,1958-06-09
32727,James Brady,1940-08-29
32728,Bonnie Hunt,1961-09-22
32729,Trey Songz,1984-11-28
32730,Bill Nighy,1949-12-12
32731,Gordon MacRae,1921-03-12
32732,María Romero,1972-10-31
32733,Mark Fisher,1968-07-11
32734,Kipp Hamilton,1934-08-16
32735,Elizabeth Peña,1959-09-23
32736,Katherine DeMille,1911-06-29
32737,Luca Ward,1960-07-31
32738,Freddie Jackson,1956-10-02
32739,Alice Treff,1906-06-04
32740,J. Edgar Hoover,1895-01-01
32741,Joie Chitwood,1912-04-14
32742,Loreen,1983-10-16
32743,Guy Branum,1975-11-12
32744,Tyshawn Jones,1998-12-24
32745,Rudolph Valentino,1895-05-06
32746,Sandra Bullock,1964-07-26
32747,Yavuz Çetin,1970-09-25
32748,Reuben Sallmander,1966-02-11
32749,Fatima Sana Shaikh,1992-01-11
32750,Christie Laing,1985-04-10
32751,Dora Bryan,1923-02-07
32752,Umay Shahab,2001-02-16
32753,Tom Papa,1968-11-10
32754,John Steinbeck,1902-02-27
32755,Amy Linker,1966-10-19
32756,Biao Yuen,1957-07-26
32757,Jacques Famery,1923-07-20
32758,Georgie Auld,1919-05-19
32759,Jack O'Halloran,1943-04-08
32760,Li Dai,1897-05-28
32761,B.A. Robertson,1956-09-12
32762,John Roberts,1955-01-27
32763,Kana Ichinose,1996-12-20
32764,Joy Bryant,1974-10-18
32765,Neil Fanning,1967-04-12
32766,Colin Ford,1996-09-12
32767,Louise Mieritz,1971-04-30
32768,Alessandro Gassmann,1965-02-24
32769,Trace Lysette,1987-10-02
32770,Paul Wight,1972-02-08
32771,Sruthi Hariharan,1989-02-02
32772,Michael Aspel,1933-01-12
32773,Booker Bradshaw,1940-05-21
32774,Geraldine O'Rawe,1971-03-04
32775,Gregor Bloéb,1968-01-03
32776,Alessandro Nivola,1972-06-28
32777,Zach Cregger,1981-03-01
32778,Julie Gayet,1972-06-03
32779,Brendan Wayne,1907-05-26
32780,Madeleine Harris,2001-04-28
32781,Wade Dominguez,1966-05-10
32782,Warner Oland,1879-10-03
32783,Maria Richwine,1952-06-22
32784,Bojan Zirovic,1971-01-26
32785,Fletcher Henderson,1897-12-18
32786,Gordon Bell,1934-08-19
32787,Rifka Lodeizen,1972-10-16
32788,Andrew Levitas,1977-09-04
32789,Maisa Abd Elhadi,1985-11-15
32790,Sada Thompson,1927-09-27
32791,Samira Wiley,1987-04-15
32792,Judy Blumberg,1957-09-13
32793,Nathan Rice,1979-06-07
32794,Ty Simpkins,2001-08-06
32795,Ozan Güven,1975-05-19
32796,Kevin Dunn,1955-08-24
32797,Mónica Cabrera,1958-04-26
32798,José Luis Cuerda,1947-02-18
32799,Maurice Dorléac,1901-03-26
32800,Clementine Ford,1979-06-29
32801,Amanda Peterson,1971-07-08
32802,Ned Wertimer,1923-10-27
32803,Kamal Kamaraju,1981-09-03
32804,Gen Paul,1895-07-02
32805,Siddharth Randeria,1955-12-17
32806,Aubrey Richards,1920-06-06
32807,Norman Leavitt,1913-12-01
32808,Ralph Fiennes,1962-12-22
32809,Rocky Carroll,1963-07-08
32810,Han Suk-kyu,1964-11-03
32811,Abhishek Jain,1986-08-03
32812,Pramod Kumar,1962-02-21
32813,Sandra Ceccarelli,1967-07-03
32814,Kim Dickens,1965-06-18
32815,Belita Moreno,1949-11-01
32816,Arushi Sharma,1995-11-18
32817,Neill Barry,1965-11-29
32818,Sage Brocklebank,1978-01-14
32819,Birgitta Andersson,1933-04-20
32820,Chelli Goldenberg,1954-05-25
32821,Jacinda Barrett,1972-08-02
32822,Paula Poundstone,1959-12-29
32823,Darya Ekamasova,1984-05-20
32824,Paola Barrientos,1975-02-23
32825,Kadeem Hardison,1965-07-24
32826,Tisha Sterling,1944-12-10
32827,Siu-Wong Fan,1973-06-19
32828,Noritake Kinashi,1962-03-09
32829,César Valdés,1942-04-26
32830,Srinagar Kitty,1977-07-08
32831,Linn Persson,1994-06-27
32832,Chris Diamantopoulos,1975-05-09
32833,Angus MacLane,1975-04-13
32834,Andrew Sachs,1930-04-07
32835,Ivan Okhlobystin,1966-07-22
32836,Carly McKillip,1989-02-13
32837,Gerry Crampton,1930-04-28
32838,Koo Kyo-hwan,1982-12-14
32839,Justin Bartha,1978-07-21
32840,Inés Sastre,1973-11-21
32841,Ariel Martin,2000-11-22
32842,Jennifer Westfeldt,1970-02-02
32843,Sheetal Sheth,1976-06-24
32844,Yon González,1986-05-20
32845,Rudolf Forster,1884-10-30
32846,Prasad Oak,1975-02-17
32847,Curt Gowdy,1919-07-31
32848,Louise Ford,1981-05-21
32849,Toshiaki Karasawa,1963-06-03
32850,Sudha Shivpuri,1937-07-14
32851,Wah Yuen,1952-09-02
32852,Kim Joo-hun,1980-03-01
32853,Bhaswar Chatterjee,1975-03-08
32854,Kenya Barris,1973-08-09
32855,Jacob Fortune-Lloyd,1988-01-18
32856,Miho Yamada,1973-11-11
32857,Barbara Randolph,1942-05-05
32858,June Tripp,1901-06-11
32859,Mark E. Smith,1957-03-05
32860,Bimbo Ademoye,1991-02-04
32861,Jake Short,1997-05-30
32862,Tawny Newsome,1983-02-24
32863,Jud Taylor,1932-02-25
32864,Sandy Ward,1926-07-12
32865,Nello Pazzafini,1933-05-15
32866,Cyrus Sahukar,1980-08-06
32867,Erika Eleniak,1969-09-29
32868,Benicio Del Toro,1967-02-19
32869,Dragan Maksimovic,1949-02-07
32870,Christian Hosoi,1967-10-05
32871,Luiz Fernando Guimarães,1949-11-28
32872,Gillian Barge,1940-05-27
32873,Tim Scanlon,1940-06-28
32874,Sophie Sumner,1990-01-15
32875,Monica Bedi,1975-01-18
32876,Danny Nucci,1968-09-15
32877,Tim McGarry,1964-06-23
32878,Bill Condon,1955-10-22
32879,Fahro Konjhodzic,1931-01-13
32880,Sebastian Akchoté,1981-02-03
32881,Jessica Dinnage,1993-11-22
32882,Emma Hunt,2003-04-01
32883,Masakazu Morita,1972-10-21
32884,Hari Nef,1992-10-21
32885,Ostap Stupka,1941-08-27
32886,Nigel Hawthorne,1929-04-05
32887,Evan Farmer,1972-07-28
32888,Julia Kijowska,1981-03-16
32889,Michael Lonsdale,1931-05-24
32890,Antonio Centa,1907-08-10
32891,Paolo Hendel,1952-01-02
32892,Nick Offerman,1970-06-26
32893,Billy Lush,1981-11-30
32894,Richard Hutchings,1978-05-06
32895,Monica Bellucci,1964-09-30
32896,Irene Handl,1901-12-27
32897,Colin Higgins,1941-07-28
32898,Joel McKinnon Miller,1960-02-21
32899,Marla Heasley,1959-09-04
32900,Kishore Sahu,1915-11-22
32901,Jürgen Vogel,1968-04-29
32902,Paula Raymond,1924-11-23
32903,Diether Krebs,1947-08-11
32904,Carol Kane,1952-06-18
32905,Yvan Attal,1965-01-04
32906,Simon Fisher-Turner,1954-11-21
32907,Fay Masterson,1974-04-15
32908,Mártha Eggerth,1912-04-17
32909,Michael McMillian,1978-10-21
32910,Brad Arnold,1978-09-27
32911,Alfie Allen,1986-09-12
32912,KC Montero,1978-06-17
32913,Joanna Liszowska,1978-12-12
32914,Nicole Polizzi,1987-11-23
32915,Soumitra Chatterjee,1935-01-19
32916,Jun Inoue,1947-02-21
32917,Philip Coolidge,1908-08-05
32918,Deeksha Seth,1990-02-14
32919,Bojana Ordinacev,1980-08-14
32920,Joan Tetzel,1921-06-21
32921,Courtney Parker,1985-07-07
32922,Marc Hamilton,1944-02-02
32923,Rachel Goslins,1969-07-23
32924,Riccardo Scamarcio,1979-11-13
32925,David Usher,1966-04-24
32926,Frédérique Bel,1975-03-24
32927,Gedde Watanabe,1955-06-26
32928,Dan Majerle,1965-09-09
32929,Violante Placido,1976-05-01
32930,Eric Szmanda,1975-07-24
32931,Craig Horner,1983-01-24
32932,Olive Sturgess,1933-10-08
32933,Black Ace,1905-12-21
32934,Edward Kelsey,1930-06-04
32935,Meryem Uzerli,1983-08-12
32936,Danielle Nicolet,1973-11-24
32937,Larry Fine,1902-10-05
32938,Felicity Huffman,1962-12-09
32939,Travis Stevens,1986-02-28
32940,Rhydian Vaughan,1988-03-10
32941,Matleena Kuusniemi,1973-09-24
32942,Christopher Church,1940-10-04
32943,Craig Ferguson,1962-05-17
32944,David Ramsey,1971-11-17
32945,Gabriel Jabbour,1922-11-07
32946,Egill Einarsson,1980-05-13
32947,Nick Mitchell,1982-11-09
32948,Aaron Murphy,1988-11-26
32949,Elya Baskin,1950-08-11
32950,Patrick St. Esprit,1954-05-18
32951,Kenneth Benda,1902-06-03
32952,Holly Mae Brood,1994-11-25
32953,Mogens Holm,1941-02-10
32954,Ritika Shrotri,2000-12-20
32955,John Patton Jr.,1850-10-30
32956,Mark Aldred,1987-04-18
32957,Arthur Lowe,1915-09-22
32958,Bojan Navojec,1976-04-26
32959,Ana Mena,1997-02-25
32960,George Memmoli,1938-08-03
32961,Marc Connelly,1890-12-13
32962,Creagen Dow,1991-05-01
32963,Anasuya Bharadwaj,1985-05-15
32964,Yuen Chor,1934-10-08
32965,John Barresi,1975-06-01
32966,Vera Farmiga,1973-08-06
32967,Saboor Ali,1995-03-03
32968,Angela Portaluri,1937-03-05
32969,Chishû Ryû,1904-05-13
32970,Bill Treacher,1930-06-04
32971,Gökçe Bahadir,1981-11-09
32972,Neha Dhupia,1980-08-27
32973,Jonathan Morgan Heit,2000-07-16
32974,Anne Haney,1934-03-04
32975,Katrina Matthews,1991-03-13
32976,Irina Demick,1936-10-16
32977,Won Bin,1977-11-10
32978,Kessarin Ektawatkul,1981-08-31
32979,Jean Bouise,1929-06-03
32980,Toby Marlow,1994-10-12
32981,Madhurima Roy,1991-04-12
32982,Paula Marshall,1964-06-12
32983,Kate Lynch,1959-06-29
32984,Surinder Kaur,1929-11-25
32985,Laura La Varnie,1853-03-02
32986,Claudine Longet,1942-01-29
32987,Elaine Miles,1960-04-07
32988,José Luis Torrijo,1967-02-09
32989,Kamel El Basha,1962-03-14
32990,Alexander Dreymon,1983-02-07
32991,Maija-Liisa Peuhu,1942-01-20
32992,Jon Pertwee,1919-07-07
32993,Archie Alemania,1978-03-06
32994,Paolo Kessisoglu,1969-07-25
32995,Kirk Franklin,1970-01-26
32996,Henderson Forsythe,1917-09-11
32997,Krzysztof Soszynski,1977-08-02
32998,Lucille Bliss,1916-03-31
32999,William Bronder,1930-06-12
33000,Inger Nilsson,1959-05-04
33001,Spencer Wilding,1972-07-26
33002,Roger Blin,1907-03-22
33003,James Frain,1968-03-14
33004,Ayberk Pekcan,1970-05-22
33005,Jessica Sutta,1982-05-15
33006,Mayilsamy,1965-10-02
33007,Larry Poindexter,1959-12-16
33008,Leo Martinez,1950-03-07
33009,Ron White,1956-12-18
33010,Joanne Jordan,1920-09-05
33011,Sean O'Bryan,1963-09-10
33012,Christian Stolte,1962-10-16
33013,Winter Hall,1872-06-21
33014,Alexander Martin,1740-10-17
33015,Dorel Visan,1937-06-25
33016,Cristine Reyes,1989-02-05
33017,Tammy Blanchard,1976-12-14
33018,Dennis Parlato,1947-03-30
33019,Ila Arun,1954-03-15
33020,Sidney Flanigan,1998-10-19
33021,Victor Kilian,1891-03-06
33022,Bobby Johnson,1951-02-08
33023,Julia Cæsar,1885-01-28
33024,Anna Galvin,1969-10-19
33025,Arsher Ali,1984-04-09
33026,Alireza Davoudnejad,1953-05-07
33027,Alan Gifford,1911-03-11
33028,Fred Astaire,1899-05-10
33029,Katrin Heß,1985-06-26
33030,Justin Henry,1971-05-25
33031,Mamie Gummer,1983-08-03
33032,Martin Semerád,1990-05-24
33033,Giancarlo Prete,1943-02-05
33034,Mae Whitman,1988-06-09
33035,Behnoosh Tabatabaei,1981-05-17
33036,Rosanne Sorrentino,1968-01-15
33037,Nuno Leal Maia,1947-10-17
33038,Zdenka Procházková,1926-04-04
33039,Lorraine Bayly,1937-01-16
33040,Roy Holder,1946-06-15
33041,Éric Caravaca,1966-11-21
33042,Guillermo Francella,1955-02-14
33043,Roberta Tovey,1953-08-09
33044,Adam Mayfield,1976-08-02
33045,Bill Kurtis,1940-09-21
33046,Robert Duncan McNeill,1964-11-09
33047,Lauren Miller Rogen,1981-07-24
33048,Hélène Perdrière,1912-04-17
33049,Nicholas D'Agosto,1980-04-17
33050,Jay Acovone,1955-08-20
33051,Elin Klinga,1969-08-13
33052,Zsuzsa Kovács,1945-11-13
33053,Kerry Washington,1977-01-31
33054,D'Arcy Corrigan,1870-01-02
33055,True Boardman,1882-04-21
33056,Stewart Copeland,1952-07-16
33057,Jsu Garcia,1963-10-06
33058,Rina Kitagawa,1993-07-06
33059,George Raft,1901-09-26
33060,Natalie Venetia Belcon,1969-04-05
33061,Mike Ginn,1989-07-24
33062,Kristoffer Tabori,1952-08-04
33063,Marilyn Solaya,1970-08-06
33064,Didier Flamand,1947-03-12
33065,Brenda Benet,1945-08-14
33066,Guy Kingsford,1911-09-30
33067,Peter Billingsley,1971-04-16
33068,Viktor Glushkov,1923-08-24
33069,Tony Oller,1991-02-25
33070,Michael Raffetto,1899-12-31
33071,Delmar Watson,1926-07-01
33072,Lolita Sevilla,1935-03-20
33073,Charles Tannen,1915-10-22
33074,Chloe Rose,1994-10-25
33075,Jun Maeda,1975-01-03
33076,Terry Kath,1946-01-31
33077,Franco Silva,1920-02-18
33078,Sophie Lowe,1990-06-05
33079,Rasim Öztekin,1959-01-14
33080,Benjamin Koldyke,1968-03-27
33081,Kathy Baker,1950-06-08
33082,Bruce Dinsmore,1965-11-22
33083,Murari Sharma,1901-01-01
33084,Luis Tosar,1971-10-13
33085,Tracy Anderson,1975-03-03
33086,Matthew Vaughn,1971-03-07
33087,Mary Kay Bergman,1961-06-05
33088,Michael Stuhlbarg,1968-07-05
33089,Fredi Washington,1903-12-23
33090,Simone Singh,1974-11-10
33091,Tanya Lopert,1942-06-19
33092,Gyan Ranjan,1947-10-15
33093,Noble Babu Thomas,1984-05-30
33094,Daniel Schmid,1941-12-26
33095,Sturgill Simpson,1978-06-08
33096,Asumi Miwa,1982-03-12
33097,Tomokazu Seki,1972-09-08
33098,Hirotaka Suzuoki,1950-03-06
33099,Patrick Muldoon,1968-09-27
33100,Robert Klein,1942-02-08
33101,Gary Dourdan,1966-12-11
33102,Chino 'Fats' Williams,1933-07-26
33103,Sujeewa Priyalal,1973-05-19
33104,Gamon Kaai,1975-05-24
33105,Matt Chow,1968-08-04
33106,Stewart Moss,1937-11-27
33107,Frank Rautenbach,1972-05-12
33108,Emmanuel Lewis,1971-03-09
33109,Laura San Giacomo,1961-11-14
33110,Asei Kobayashi,1932-08-11
33111,John Ford Noonan,1941-10-07
33112,David Cubitt,1965-03-18
33113,John Chappell,1782-01-19
33114,Trevor Donovan,1978-10-11
33115,Tarako,1960-12-17
33116,Ruby Wax,1953-04-19
33117,Judy Kuhn,1958-05-20
33118,Hekiru Shiina,1974-03-12
33119,Susan Messing,1963-12-26
33120,Robb Derringer,1967-07-06
33121,Thomas Browne Henry,1907-11-07
33122,Ulrich Tukur,1957-07-29
33123,Petula Clark,1932-11-15
33124,Jermaine Hopkins,1973-08-23
33125,Kevin Tighe,1944-08-13
33126,Mike Binder,1958-06-02
33127,Jes Holtsø,1956-12-30
33128,Sharon Van Etten,1981-02-26
33129,Tom DeLonge,1975-12-13
33130,Oliver Heald,1954-12-15
33131,Kathrin Ackermann,1938-01-30
33132,Saburô Date,1924-03-27
33133,Irene Manning,1912-07-17
33134,Mary Stavin,1957-08-20
33135,Samantha Schmütz,1979-01-28
33136,Carlo Alighiero,1927-02-02
33137,Tomokazu Miura,1952-01-28
33138,Royston Tickner,1922-09-08
33139,Stephen Welch,1972-07-28
33140,Basil Hoffman,1938-01-18
33141,Amit Khanna,1951-03-01
33142,Mia Tyler,1978-12-22
33143,Stuart Whitman,1928-02-01
33144,Andreas Jung,1975-05-13
33145,Jean Arthur,1900-10-17
33146,Mohan Kapur,1965-10-27
33147,Laura Kightlinger,1969-06-13
33148,Maurice Biraud,1922-03-03
33149,Terence Crawford,1987-09-28
33150,Shadoe Stevens,1947-11-03
33151,Spencer Charters,1875-03-25
33152,Megan Lai,1979-12-05
33153,Adam Carolla,1964-05-27
33154,Laura Allen,1974-03-21
33155,Paul Hecht,1941-08-14
33156,Art Fleming,1924-05-01
33157,Rikako Aikawa,1967-10-07
33158,Julien Rassam,1968-06-14
33159,Carsta Löck,1902-12-28
33160,David Savard,1990-10-22
33161,Erika Bodnár,1948-03-17
33162,Mark Henry,1971-06-12
33163,José Ferrer,1912-01-08
33164,Jack Drummond,1891-01-12
33165,Frank Birch,1889-12-05
33166,Margaret Kerry,1929-05-11
33167,Jana Andresíková,1941-04-02
33168,Mel Brooks,1926-06-28
33169,Sandra Giles,1932-07-24
33170,Roger Bowen,1932-05-25
33171,Tatjana Djordjevic,1985-03-03
33172,Kristin Sroka,1977-05-23
33173,David Leland,1947-04-20
33174,Rashid Farooqi,1969-01-03
33175,Alan Browning,1926-03-23
33176,Mel Tormé,1925-09-13
33177,Lily Atkinson,1866-03-29
33178,Subeesh Sudhi,1985-04-29
33179,Yvonne Mitchell,1915-07-07
33180,Hunter Parrish,1987-05-13
33181,Gabriele Lavia,1942-10-10
33182,Diana Bovio,1989-03-12
33183,Annabel Giles,1959-05-20
33184,Isaac Powell,1994-12-30
33185,Hannah Leder,1986-09-28
33186,Michael Eisner,1942-03-07
33187,Katia Winter,1983-10-13
33188,Bill Fraser,1908-06-05
33189,Marina Hands,1975-01-10
33190,Wendy Thompson,1946-01-26
33191,Hoot Gibson,1892-08-06
33192,Anna Fischer,1986-07-18
33193,Billi Gordon,1954-09-02
33194,Stephen Lack,1946-01-01
33195,Amanda Brooks,1981-06-22
33196,Jonathan Tucker,1982-05-31
33197,Queenie Leonard,1905-02-18
33198,William Shockley,1910-02-13
33199,Josephine Dunn,1906-05-01
33200,Taís Araújo,1978-11-25
33201,Susan Batson,1943-02-27
33202,Cory Michael Smith,1986-11-14
33203,Todd Mitchell,1966-07-26
33204,George Cleveland,1885-09-17
33205,Benja Bruijning,1983-10-28
33206,Kambiz Hosseini,1975-08-01
33207,Giovanna Galletti,1916-06-27
33208,Chris Brown,1989-05-05
33209,Tim Herbert,1914-06-22
33210,Stephen Lovatt,1964-05-27
33211,Danny Gerard,1977-05-29
33212,Bobby Flay,1964-12-10
33213,Stefan Danailov,1942-12-09
33214,Shin Se-Kyung,1990-07-29
33215,Nathalie Emmanuel,1989-03-02
33216,Lee Cobb,1911-12-08
33217,Mckenna Grace,2006-06-25
33218,Driss Roukhe,1968-07-05
33219,Patricia Patts,1967-07-31
33220,Steve Boyum,1952-09-04
33221,Ava Gardner,1922-12-24
33222,Jennie Bond,1950-08-19
33223,Ashley Zukerman,1983-12-30
33224,Grant Morrison,1960-01-31
33225,Kenny Vance,1943-12-09
33226,David Lascher,1972-04-27
33227,Sam Rubin,1960-02-16
33228,Barrett Doss,1989-03-20
33229,Diane Guerrero,1986-07-21
33230,Madhoo,1969-03-26
33231,Salvatore Cantalupo,1959-07-08
33232,Georges Metaxa,1894-09-11
33233,Corey Yuen,1951-12-16
33234,Masataka Kubota,1988-08-06
33235,Kazue Fukiishi,1982-09-28
33236,Dave Wong,1962-10-20
33237,Magnús Scheving,1964-11-10
33238,Maksim Sukhanov,1963-11-10
33239,Juan José Ballesta,1987-11-12
33240,Boyd Gaines,1953-05-11
33241,Alejo Sauras,1979-06-29
33242,Aarti Chhabria,1982-11-21
33243,Brandy Norwood,1979-02-11
33244,Anjul Nigam,1965-12-15
33245,Kay Cannon,1974-08-21
33246,Mario Andretti,1940-02-28
33247,Da'Vone McDonald,1985-02-10
33248,Winston Gerschtanowitz,1976-10-02
33249,Kali Rocha,1971-12-05
33250,Jocelyn Quivrin,1979-02-14
33251,John Burford,1852-02-29
